date;category_id;category_title;is_sale_prohibition;year;cos_month;sin_month;cos_quarter;sin_quarter;unique_brand_count;revenue
01.01.2018;1;Wine;0;2018;0.866;0.5;0;1;249;155801199
01.01.2018;2;Champagne & Sparkling Wine;0;2018;0.866;0.5;0;1;86;218561833.8
01.01.2018;3;Whiskey;0;2018;0.866;0.5;0;1;80;584683276.3
01.01.2018;4;Cognac & Brandy;0;2018;0.866;0.5;0;1;51;99189952.01
01.01.2018;5;Vodka;0;2018;0.866;0.5;0;1;51;107985286.1
01.02.2018;1;Wine;0;2018;0.5;0.866;0;1;272;143831740.7
01.02.2018;2;Champagne & Sparkling Wine;0;2018;0.5;0.866;0;1;97;183283865.6
01.02.2018;3;Whiskey;0;2018;0.5;0.866;0;1;85;664944522
01.02.2018;4;Cognac & Brandy;0;2018;0.5;0.866;0;1;59;117197161.2
01.02.2018;5;Vodka;0;2018;0.5;0.866;0;1;54;93901190.76
01.03.2018;1;Wine;0;2018;0;1;0;1;237;159506297.9
01.03.2018;2;Champagne & Sparkling Wine;0;2018;0;1;0;1;81;226904982.3
01.03.2018;3;Whiskey;0;2018;0;1;0;1;90;398722961.4
01.03.2018;4;Cognac & Brandy;0;2018;0;1;0;1;52;122168414
01.03.2018;5;Vodka;0;2018;0;1;0;1;56;119884103.3
01.04.2018;1;Wine;0;2018;-0.5;0.866;-1;0;238;117231222.2
01.04.2018;2;Champagne & Sparkling Wine;0;2018;-0.5;0.866;-1;0;86;139709307.1
01.04.2018;3;Whiskey;0;2018;-0.5;0.866;-1;0;86;421840803.6
01.04.2018;4;Cognac & Brandy;0;2018;-0.5;0.866;-1;0;60;118826132.5
01.04.2018;5;Vodka;0;2018;-0.5;0.866;-1;0;59;93368858.03
01.05.2018;1;Wine;0;2018;-0.866;0.5;-1;0;247;159036782.7
01.05.2018;2;Champagne & Sparkling Wine;0;2018;-0.866;0.5;-1;0;86;172984367.6
01.05.2018;3;Whiskey;0;2018;-0.866;0.5;-1;0;86;428481746.6
01.05.2018;4;Cognac & Brandy;0;2018;-0.866;0.5;-1;0;66;133048159.8
01.05.2018;5;Vodka;0;2018;-0.866;0.5;-1;0;63;72016438.95
01.06.2018;1;Wine;0;2018;-1;0;-1;0;267;135209809.4
01.06.2018;2;Champagne & Sparkling Wine;0;2018;-1;0;-1;0;83;201902883.4
01.06.2018;3;Whiskey;0;2018;-1;0;-1;0;89;690699198.9
01.06.2018;4;Cognac & Brandy;0;2018;-1;0;-1;0;65;106033579.9
01.06.2018;5;Vodka;0;2018;-1;0;-1;0;61;107308152.6
01.07.2018;1;Wine;0;2018;-0.866;-0.5;0;-1;261;160950885.1
01.07.2018;2;Champagne & Sparkling Wine;0;2018;-0.866;-0.5;0;-1;94;178077907.6
01.07.2018;3;Whiskey;0;2018;-0.866;-0.5;0;-1;88;679422044.7
01.07.2018;4;Cognac & Brandy;0;2018;-0.866;-0.5;0;-1;65;70450698.86
01.07.2018;5;Vodka;0;2018;-0.866;-0.5;0;-1;63;93401073.37
01.08.2018;1;Wine;0;2018;-0.5;-0.866;0;-1;257;104804173.8
01.08.2018;2;Champagne & Sparkling Wine;0;2018;-0.5;-0.866;0;-1;97;183831538.5
01.08.2018;3;Whiskey;0;2018;-0.5;-0.866;0;-1;93;381150815.5
01.08.2018;4;Cognac & Brandy;0;2018;-0.5;-0.866;0;-1;68;118046004.1
01.08.2018;5;Vodka;0;2018;-0.5;-0.866;0;-1;61;90982227.08
01.09.2018;1;Wine;0;2018;0;-1;0;-1;246;175579548.5
01.09.2018;2;Champagne & Sparkling Wine;0;2018;0;-1;0;-1;100;195026170.6
01.09.2018;3;Whiskey;0;2018;0;-1;0;-1;90;649253697.3
01.09.2018;4;Cognac & Brandy;0;2018;0;-1;0;-1;76;74333829.46
01.09.2018;5;Vodka;0;2018;0;-1;0;-1;66;96020939.14
01.10.2018;1;Wine;0;2018;0.5;-0.866;1;0;267;173085744.9
01.10.2018;2;Champagne & Sparkling Wine;0;2018;0.5;-0.866;1;0;108;172353404.4
01.10.2018;3;Whiskey;0;2018;0.5;-0.866;1;0;95;626359578.5
01.10.2018;4;Cognac & Brandy;0;2018;0.5;-0.866;1;0;74;96011524.9
01.10.2018;5;Vodka;0;2018;0.5;-0.866;1;0;63;76111467.66
01.11.2018;1;Wine;0;2018;0.866;-0.5;1;0;297;142765560.8
01.11.2018;2;Champagne & Sparkling Wine;0;2018;0.866;-0.5;1;0;120;144700086.7
01.11.2018;3;Whiskey;0;2018;0.866;-0.5;1;0;94;631596012
01.11.2018;4;Cognac & Brandy;0;2018;0.866;-0.5;1;0;75;89842062.31
01.11.2018;5;Vodka;0;2018;0.866;-0.5;1;0;69;73626315.2
01.12.2018;1;Wine;0;2018;1;0;1;0;330;147470643.3
01.12.2018;2;Champagne & Sparkling Wine;0;2018;1;0;1;0;158;206682547.8
01.12.2018;3;Whiskey;0;2018;1;0;1;0;100;410928108.6
01.12.2018;4;Cognac & Brandy;0;2018;1;0;1;0;82;79979874.23
01.12.2018;5;Vodka;0;2018;1;0;1;0;76;116197283.8
01.01.2019;1;Wine;0;2019;0.866;0.5;0;1;305;127269846.8
01.01.2019;2;Champagne & Sparkling Wine;0;2019;0.866;0.5;0;1;133;195019999.4
01.01.2019;3;Whiskey;0;2019;0.866;0.5;0;1;99;686755811.9
01.01.2019;4;Cognac & Brandy;0;2019;0.866;0.5;0;1;81;89323273.77
01.01.2019;5;Vodka;0;2019;0.866;0.5;0;1;73;125539064.9
01.02.2019;1;Wine;0;2019;0.5;0.866;0;1;316;178460960.5
01.02.2019;2;Champagne & Sparkling Wine;0;2019;0.5;0.866;0;1;134;194965408.9
01.02.2019;3;Whiskey;0;2019;0.5;0.866;0;1;92;402438592.2
01.02.2019;4;Cognac & Brandy;0;2019;0.5;0.866;0;1;77;108262520.6
01.02.2019;5;Vodka;0;2019;0.5;0.866;0;1;77;109666542.4
01.03.2019;1;Wine;0;2019;0;1;0;1;308;198933970.9
01.03.2019;2;Champagne & Sparkling Wine;0;2019;0;1;0;1;128;143061337.3
01.03.2019;3;Whiskey;0;2019;0;1;0;1;90;371869776
01.03.2019;4;Cognac & Brandy;0;2019;0;1;0;1;80;98646940.92
01.03.2019;5;Vodka;0;2019;0;1;0;1;71;70908240.48
01.04.2019;1;Wine;0;2019;-0.5;0.866;-1;0;320;182840830.7
01.04.2019;2;Champagne & Sparkling Wine;0;2019;-0.5;0.866;-1;0;127;138161519.6
01.04.2019;3;Whiskey;0;2019;-0.5;0.866;-1;0;99;403717724
01.04.2019;4;Cognac & Brandy;0;2019;-0.5;0.866;-1;0;83;125068928.7
01.04.2019;5;Vodka;0;2019;-0.5;0.866;-1;0;78;94362527.67
01.05.2019;1;Wine;0;2019;-0.866;0.5;-1;0;328;106607374.7
01.05.2019;2;Champagne & Sparkling Wine;0;2019;-0.866;0.5;-1;0;130;123776378.7
01.05.2019;3;Whiskey;0;2019;-0.866;0.5;-1;0;95;553372846.2
01.05.2019;4;Cognac & Brandy;0;2019;-0.866;0.5;-1;0;83;98213276.64
01.05.2019;5;Vodka;0;2019;-0.866;0.5;-1;0;73;123816036.2
01.06.2019;1;Wine;0;2019;-1;0;-1;0;324;180016867.6
01.06.2019;2;Champagne & Sparkling Wine;0;2019;-1;0;-1;0;132;219992628.4
01.06.2019;3;Whiskey;0;2019;-1;0;-1;0;95;594894531.2
01.06.2019;4;Cognac & Brandy;0;2019;-1;0;-1;0;79;136160001.2
01.06.2019;5;Vodka;0;2019;-1;0;-1;0;78;109910989
01.07.2019;1;Wine;0;2019;-0.866;-0.5;0;-1;339;182453143.9
01.07.2019;2;Champagne & Sparkling Wine;0;2019;-0.866;-0.5;0;-1;149;188979566.8
01.07.2019;3;Whiskey;0;2019;-0.866;-0.5;0;-1;101;697545001.7
01.07.2019;4;Cognac & Brandy;0;2019;-0.866;-0.5;0;-1;82;90094442.89
01.07.2019;5;Vodka;0;2019;-0.866;-0.5;0;-1;78;97100064.01
01.08.2019;1;Wine;0;2019;-0.5;-0.866;0;-1;368;145382463.3
01.08.2019;2;Champagne & Sparkling Wine;0;2019;-0.5;-0.866;0;-1;149;221562406
01.08.2019;3;Whiskey;0;2019;-0.5;-0.866;0;-1;113;490861292.2
01.08.2019;4;Cognac & Brandy;0;2019;-0.5;-0.866;0;-1;85;135603716.2
01.08.2019;5;Vodka;0;2019;-0.5;-0.866;0;-1;78;116516461.7
01.09.2019;1;Wine;0;2019;0;-1;0;-1;374;199167896.4
01.09.2019;2;Champagne & Sparkling Wine;0;2019;0;-1;0;-1;153;128745789.3
01.09.2019;3;Whiskey;0;2019;0;-1;0;-1;114;370509770.6
01.09.2019;4;Cognac & Brandy;0;2019;0;-1;0;-1;89;114976249.2
01.09.2019;5;Vodka;0;2019;0;-1;0;-1;82;81098725.4
01.10.2019;1;Wine;0;2019;0.5;-0.866;1;0;417;113984761.1
01.10.2019;2;Champagne & Sparkling Wine;0;2019;0.5;-0.866;1;0;151;153253945.5
01.10.2019;3;Whiskey;0;2019;0.5;-0.866;1;0;114;474076932.5
01.10.2019;4;Cognac & Brandy;0;2019;0.5;-0.866;1;0;87;108832095.9
01.10.2019;5;Vodka;0;2019;0.5;-0.866;1;0;85;114729066.5
01.11.2019;1;Wine;0;2019;0.866;-0.5;1;0;447;156718590.9
01.11.2019;2;Champagne & Sparkling Wine;0;2019;0.866;-0.5;1;0;195;132318775
01.11.2019;3;Whiskey;0;2019;0.866;-0.5;1;0;127;557514306.8
01.11.2019;4;Cognac & Brandy;0;2019;0.866;-0.5;1;0;87;80946249.8
01.11.2019;5;Vodka;0;2019;0.866;-0.5;1;0;83;124788778.6
01.12.2019;1;Wine;0;2019;1;0;1;0;510;107173310.6
01.12.2019;2;Champagne & Sparkling Wine;0;2019;1;0;1;0;228;189971692.2
01.12.2019;3;Whiskey;0;2019;1;0;1;0;141;563191139.7
01.12.2019;4;Cognac & Brandy;0;2019;1;0;1;0;94;81039902.79
01.12.2019;5;Vodka;0;2019;1;0;1;0;93;92998378.52
01.01.2020;1;Wine;0;2020;0.866;0.5;0;1;486;105850215.9
01.01.2020;2;Champagne & Sparkling Wine;0;2020;0.866;0.5;0;1;206;199295747.2
01.01.2020;3;Whiskey;0;2020;0.866;0.5;0;1;140;412069452.8
01.01.2020;4;Cognac & Brandy;0;2020;0.866;0.5;0;1;89;98429392.4
01.01.2020;5;Vodka;0;2020;0.866;0.5;0;1;91;86377317.32
01.02.2020;1;Wine;0;2020;0.5;0.866;0;1;511;100401641.8
01.02.2020;2;Champagne & Sparkling Wine;0;2020;0.5;0.866;0;1;222;227531604.5
01.02.2020;3;Whiskey;0;2020;0.5;0.866;0;1;143;657398075.8
01.02.2020;4;Cognac & Brandy;0;2020;0.5;0.866;0;1;95;127207303.8
01.02.2020;5;Vodka;0;2020;0.5;0.866;0;1;86;98793647.13
01.03.2020;1;Wine;0;2020;0;1;0;1;581;199112390.6
01.03.2020;2;Champagne & Sparkling Wine;0;2020;0;1;0;1;230;174154129.3
01.03.2020;3;Whiskey;0;2020;0;1;0;1;152;514460695.4
01.03.2020;4;Cognac & Brandy;0;2020;0;1;0;1;101;137807720
01.03.2020;5;Vodka;0;2020;0;1;0;1;86;113722913.6
01.04.2020;1;Wine;0;2020;-0.5;0.866;-1;0;671;187294908.8
01.04.2020;2;Champagne & Sparkling Wine;0;2020;-0.5;0.866;-1;0;238;198305181.7
01.04.2020;3;Whiskey;0;2020;-0.5;0.866;-1;0;168;583694475.3
01.04.2020;4;Cognac & Brandy;0;2020;-0.5;0.866;-1;0;106;124549203.9
01.04.2020;5;Vodka;0;2020;-0.5;0.866;-1;0;97;84554529.6
01.05.2020;1;Wine;0;2020;-0.866;0.5;-1;0;664;189197325.2
01.05.2020;2;Champagne & Sparkling Wine;0;2020;-0.866;0.5;-1;0;231;124864544.3
01.05.2020;3;Whiskey;0;2020;-0.866;0.5;-1;0;171;570290816
01.05.2020;4;Cognac & Brandy;0;2020;-0.866;0.5;-1;0;107;135868975
01.05.2020;5;Vodka;0;2020;-0.866;0.5;-1;0;98;104150515.5
01.06.2020;1;Wine;0;2020;-1;0;-1;0;670;167618056.5
01.06.2020;2;Champagne & Sparkling Wine;0;2020;-1;0;-1;0;242;133758046.6
01.06.2020;3;Whiskey;0;2020;-1;0;-1;0;169;674490387.7
01.06.2020;4;Cognac & Brandy;0;2020;-1;0;-1;0;107;88260223.68
01.06.2020;5;Vodka;0;2020;-1;0;-1;0;91;106017782.9
01.07.2020;1;Wine;0;2020;-0.866;-0.5;0;-1;695;103075540.5
01.07.2020;2;Champagne & Sparkling Wine;0;2020;-0.866;-0.5;0;-1;232;159826903.6
01.07.2020;3;Whiskey;0;2020;-0.866;-0.5;0;-1;170;457502224.5
01.07.2020;4;Cognac & Brandy;0;2020;-0.866;-0.5;0;-1;110;139171069.2
01.07.2020;5;Vodka;0;2020;-0.866;-0.5;0;-1;96;126828397.1
01.08.2020;1;Wine;0;2020;-0.5;-0.866;0;-1;706;142946396
01.08.2020;2;Champagne & Sparkling Wine;0;2020;-0.5;-0.866;0;-1;229;123893547.1
01.08.2020;3;Whiskey;0;2020;-0.5;-0.866;0;-1;170;438736063.4
01.08.2020;4;Cognac & Brandy;0;2020;-0.5;-0.866;0;-1;113;108105310.7
01.08.2020;5;Vodka;0;2020;-0.5;-0.866;0;-1;94;129383423.8
01.09.2020;1;Wine;0;2020;0;-1;0;-1;734;162621612.1
01.09.2020;2;Champagne & Sparkling Wine;0;2020;0;-1;0;-1;221;138390952.3
01.09.2020;3;Whiskey;0;2020;0;-1;0;-1;172;564160546.5
01.09.2020;4;Cognac & Brandy;0;2020;0;-1;0;-1;111;83758684.98
01.09.2020;5;Vodka;0;2020;0;-1;0;-1;97;87924993
01.10.2020;1;Wine;0;2020;0.5;-0.866;1;0;769;149522038.9
01.10.2020;2;Champagne & Sparkling Wine;0;2020;0.5;-0.866;1;0;227;192267960.1
01.10.2020;3;Whiskey;0;2020;0.5;-0.866;1;0;176;679676208.8
01.10.2020;4;Cognac & Brandy;0;2020;0.5;-0.866;1;0;113;128406774.7
01.10.2020;5;Vodka;0;2020;0.5;-0.866;1;0;97;108227758.6
01.11.2020;1;Wine;0;2020;0.866;-0.5;1;0;815;110923574.2
01.11.2020;2;Champagne & Sparkling Wine;0;2020;0.866;-0.5;1;0;252;218284995.1
01.11.2020;3;Whiskey;0;2020;0.866;-0.5;1;0;183;450509214.6
01.11.2020;4;Cognac & Brandy;0;2020;0.866;-0.5;1;0;120;126187899.5
01.11.2020;5;Vodka;0;2020;0.866;-0.5;1;0;98;88777769.43
01.12.2020;1;Wine;0;2020;1;0;1;0;969;101227112.4
01.12.2020;2;Champagne & Sparkling Wine;0;2020;1;0;1;0;290;191916659.3
01.12.2020;3;Whiskey;0;2020;1;0;1;0;186;548243671.8
01.12.2020;4;Cognac & Brandy;0;2020;1;0;1;0;126;119580805.3
01.12.2020;5;Vodka;0;2020;1;0;1;0;104;73748980.01
01.01.2021;1;Wine;0;2021;0.866;0.5;0;1;1154;178481107.2
01.01.2021;2;Champagne & Sparkling Wine;0;2021;0.866;0.5;0;1;303;163651030.7
01.01.2021;3;Whiskey;0;2021;0.866;0.5;0;1;190;425623467.5
01.01.2021;4;Cognac & Brandy;0;2021;0.866;0.5;0;1;126;77758844.65
01.01.2021;5;Vodka;0;2021;0.866;0.5;0;1;104;90889855.31
01.02.2021;1;Wine;0;2021;0.5;0.866;0;1;1166;166382274.9
01.02.2021;2;Champagne & Sparkling Wine;0;2021;0.5;0.866;0;1;307;225558433
01.02.2021;3;Whiskey;0;2021;0.5;0.866;0;1;208;704631319.6
01.02.2021;4;Cognac & Brandy;0;2021;0.5;0.866;0;1;135;119507771.2
01.02.2021;5;Vodka;0;2021;0.5;0.866;0;1;103;92616810.5
01.03.2021;1;Wine;0;2021;0;1;0;1;1188;197087260.6
01.03.2021;2;Champagne & Sparkling Wine;0;2021;0;1;0;1;312;180594410.7
01.03.2021;3;Whiskey;0;2021;0;1;0;1;219;677980638.6
01.03.2021;4;Cognac & Brandy;0;2021;0;1;0;1;133;87874385.08
01.03.2021;5;Vodka;0;2021;0;1;0;1;103;77708592.19
01.04.2021;1;Wine;0;2021;-0.5;0.866;-1;0;1190;153892462.1
01.04.2021;2;Champagne & Sparkling Wine;0;2021;-0.5;0.866;-1;0;314;178357621.5
01.04.2021;3;Whiskey;0;2021;-0.5;0.866;-1;0;222;421933053.4
01.04.2021;4;Cognac & Brandy;0;2021;-0.5;0.866;-1;0;134;91471679.43
01.04.2021;5;Vodka;0;2021;-0.5;0.866;-1;0;104;94474967.07
01.05.2021;1;Wine;0;2021;-0.866;0.5;-1;0;1181;105634773.6
01.05.2021;2;Champagne & Sparkling Wine;0;2021;-0.866;0.5;-1;0;315;182631322.4
01.05.2021;3;Whiskey;0;2021;-0.866;0.5;-1;0;219;680461028.9
01.05.2021;4;Cognac & Brandy;0;2021;-0.866;0.5;-1;0;133;71118164.47
01.05.2021;5;Vodka;0;2021;-0.866;0.5;-1;0;102;105158423.9
01.06.2021;1;Wine;0;2021;-1;0;-1;0;1196;125802939.9
01.06.2021;2;Champagne & Sparkling Wine;0;2021;-1;0;-1;0;321;154637711.2
01.06.2021;3;Whiskey;0;2021;-1;0;-1;0;216;539960413.6
01.06.2021;4;Cognac & Brandy;0;2021;-1;0;-1;0;132;111041160.4
01.06.2021;5;Vodka;0;2021;-1;0;-1;0;99;124412320
01.07.2021;1;Wine;0;2021;-0.866;-0.5;0;-1;1228;121687903.8
01.07.2021;2;Champagne & Sparkling Wine;0;2021;-0.866;-0.5;0;-1;321;206357067.8
01.07.2021;3;Whiskey;0;2021;-0.866;-0.5;0;-1;216;514293636.2
01.07.2021;4;Cognac & Brandy;0;2021;-0.866;-0.5;0;-1;132;92163572.22
01.07.2021;5;Vodka;0;2021;-0.866;-0.5;0;-1;97;105830387.6
01.08.2021;1;Wine;0;2021;-0.5;-0.866;0;-1;1228;176694669
01.08.2021;2;Champagne & Sparkling Wine;0;2021;-0.5;-0.866;0;-1;321;161136746
01.08.2021;3;Whiskey;0;2021;-0.5;-0.866;0;-1;221;702908857.9
01.08.2021;4;Cognac & Brandy;0;2021;-0.5;-0.866;0;-1;132;139404595.7
01.08.2021;5;Vodka;0;2021;-0.5;-0.866;0;-1;100;109335472
01.09.2021;1;Wine;0;2021;0;-1;0;-1;1226;153950341.7
01.09.2021;2;Champagne & Sparkling Wine;0;2021;0;-1;0;-1;319;189449149.9
01.09.2021;3;Whiskey;0;2021;0;-1;0;-1;218;500749963.9
01.09.2021;4;Cognac & Brandy;0;2021;0;-1;0;-1;133;74780209.27
01.09.2021;5;Vodka;0;2021;0;-1;0;-1;101;122859895.2
01.10.2021;1;Wine;0;2021;0.5;-0.866;1;0;1233;171306840.4
01.10.2021;2;Champagne & Sparkling Wine;0;2021;0.5;-0.866;1;0;329;162388730.8
01.10.2021;3;Whiskey;0;2021;0.5;-0.866;1;0;226;481743116
01.10.2021;4;Cognac & Brandy;0;2021;0.5;-0.866;1;0;133;95768972.89
01.10.2021;5;Vodka;0;2021;0.5;-0.866;1;0;100;89432078.09
01.11.2021;1;Wine;0;2021;0.866;-0.5;1;0;1223;116777941.9
01.11.2021;2;Champagne & Sparkling Wine;0;2021;0.866;-0.5;1;0;325;155666117.4
01.11.2021;3;Whiskey;0;2021;0.866;-0.5;1;0;229;431474037.4
01.11.2021;4;Cognac & Brandy;0;2021;0.866;-0.5;1;0;131;137343027.9
01.11.2021;5;Vodka;0;2021;0.866;-0.5;1;0;91;92102498.11
01.12.2021;1;Wine;0;2021;1;0;1;0;1093;111012000.7
01.12.2021;2;Champagne & Sparkling Wine;0;2021;1;0;1;0;300;169433041.2
01.12.2021;3;Whiskey;0;2021;1;0;1;0;214;493467039.6
01.12.2021;4;Cognac & Brandy;0;2021;1;0;1;0;125;125667908.8
01.12.2021;5;Vodka;0;2021;1;0;1;0;96;93890138.35
01.01.2022;1;Wine;0;2022;0.866;0.5;0;1;1026;125572405.6
01.01.2022;2;Champagne & Sparkling Wine;0;2022;0.866;0.5;0;1;288;166340153.8
01.01.2022;3;Whiskey;0;2022;0.866;0.5;0;1;199;523295383.3
01.01.2022;4;Cognac & Brandy;0;2022;0.866;0.5;0;1;117;81458414.12
01.01.2022;5;Vodka;0;2022;0.866;0.5;0;1;89;84940746.98
01.02.2022;1;Wine;0;2022;0.5;0.866;0;1;1009;150560721.8
01.02.2022;2;Champagne & Sparkling Wine;0;2022;0.5;0.866;0;1;287;196116929.8
01.02.2022;3;Whiskey;0;2022;0.5;0.866;0;1;198;388628352.6
